"lower.limit","upper.limit","intrvl.width","intrvl.level","cdf","pvalue","svalue","ci_label","interval_text","excludes_null"
-5.78475335392933,-4.90418979151602,0.880563562413311,0.569,0.7845,0.431,1.21424022557299,"56.9% CI","[-5.7848, -4.9042]",TRUE
-5.78570945050755,-4.9032336949378,0.882475755569748,0.57,0.785,0.43,1.21759143507263,"57% CI","[-5.7857, -4.9032]",TRUE
-5.78666683914551,-4.90227630629984,0.884390532845675,0.571,0.7855,0.429,1.22095044716254,"57.1% CI","[-5.7867, -4.9023]",TRUE
-5.78762552615499,-4.90131761929036,0.886307906864625,0.572,0.786,0.428,1.22431729826094,"57.2% CI","[-5.7876, -4.9013]",TRUE
-5.78858551788874,-4.90035762755661,0.888227890332125,0.573,0.7865,0.427,1.2276920250416,"57.3% CI","[-5.7886, -4.9004]",TRUE
-5.78954682074089,-4.89939632470446,0.890150496036437,0.574,0.787,0.426,1.23107466443625,"57.4% CI","[-5.7895, -4.8994]",TRUE
-5.79050944114734,-4.89843370429801,0.892075736849325,0.575,0.7875,0.425,1.23446525363702,"57.5% CI","[-5.7905, -4.8984]",TRUE
-5.79147338558608,-4.89746975985927,0.894003625726815,0.576,0.788,0.424,1.23786383009889,"57.6% CI","[-5.7915, -4.8975]",TRUE
-5.79243866057766,-4.89650448486769,0.895934175709977,0.577,0.7885,0.423,1.24127043154214,"57.7% CI","[-5.7924, -4.8965]",TRUE
-5.79340527268553,-4.89553787275982,0.89786739992571,0.578,0.789,0.422,1.2446850959549,"57.8% CI","[-5.7934, -4.8955]",TRUE
-5.79437322851644,-4.89456991692891,0.899803311587535,0.579,0.7895,0.421,1.24810786159569,"57.9% CI","[-5.7944, -4.8946]",TRUE
-5.79534253472087,-4.89360061072448,0.901741923996395,0.58,0.79,0.42,1.25153876699596,"58% CI","[-5.7953, -4.8936]",TRUE
-5.79631319799341,-4.89262994745194,0.903683250541476,0.581,0.7905,0.419,1.25497785096274,"58.1% CI","[-5.7963, -4.8926]",TRUE
-5.79728522507319,-4.89165792037216,0.905627304701025,0.582,0.791,0.418,1.2584251525812,"58.2% CI","[-5.7973, -4.8917]",TRUE
-5.79825862274426,-4.89068452270109,0.907574100043179,0.583,0.7915,0.417,1.26188071121742,"58.3% CI","[-5.7983, -4.8907]",TRUE
-5.79923339783608,-4.88970974760927,0.909523650226815,0.584,0.792,0.416,1.26534456652099,"58.4% CI","[-5.7992, -4.8897]",TRUE
-5.80020955722387,-4.88873358822148,0.911475969002389,0.585,0.7925,0.415,1.2688167584278,"58.5% CI","[-5.8002, -4.8887]",TRUE
-5.80118710782908,-4.88775603761627,0.913431070212811,0.586,0.793,0.414,1.27229732716276,"58.6% CI","[-5.8012, -4.8878]",TRUE
-5.80216605661983,-4.88677708882552,0.91538896779431,0.587,0.7935,0.413,1.27578631324264,"58.7% CI","[-5.8022, -4.8868]",TRUE
-5.80314641061133,-4.88579673483402,0.917349675777313,0.588,0.794,0.412,1.27928375747887,"58.8% CI","[-5.8031, -4.8858]",TRUE
-5.80412817686635,-4.884814968579,0.919313208287345,0.589,0.7945,0.411,1.2827897009804,"58.9% CI","[-5.8041, -4.8848]",TRUE
-5.80511136249564,-4.88383178294971,0.921279579545924,0.59,0.795,0.41,1.28630418515664,"59% CI","[-5.8051, -4.8838]",TRUE
-5.80609597465842,-4.88284717078693,0.923248803871486,0.591,0.7955,0.409,1.28982725172034,"59.1% CI","[-5.8061, -4.8828]",TRUE
-5.80708202056282,-4.88186112488253,0.925220895680294,0.592,0.796,0.408,1.29335894269059,"59.2% CI","[-5.8071, -4.8819]",TRUE
-5.80806950746637,-4.88087363797898,0.927195869487385,0.593,0.7965,0.407,1.29689930039584,"59.3% CI","[-5.8081, -4.8809]",TRUE
-5.80905844267643,-4.87988470276892,0.929173739907515,0.594,0.797,0.406,1.30044836747691,"59.4% CI","[-5.8091, -4.8799]",TRUE
-5.81004883355073,-4.87889431189462,0.931154521656119,0.595,0.7975,0.405,1.3040061868901,"59.5% CI","[-5.81, -4.8789]",TRUE
-5.81104068749781,-4.87790245794754,0.933138229550268,0.596,0.798,0.404,1.30757280191029,"59.6% CI","[-5.811, -4.8779]",TRUE
-5.81203401197751,-4.87690913346784,0.935124878509672,0.597,0.7985,0.403,1.31114825613412,"59.7% CI","[-5.812, -4.8769]",TRUE
-5.8130288145015,-4.87591433094385,0.937114483557652,0.598,0.799,0.402,1.31473259348316,"59.8% CI","[-5.813, -4.8759]",TRUE
-5.81402510263376,-4.87491804281159,0.939107059822161,0.599,0.7995,0.401,1.31832585820717,"59.9% CI","[-5.814, -4.8749]",TRUE
-5.81502288399107,-4.87392026145428,0.941102622536796,0.6,0.8,0.4,1.32192809488736,"60% CI","[-5.815, -4.8739]",TRUE
-5.81602216624359,-4.87292097920176,0.943101187041821,0.601,0.8005,0.399,1.32553934843974,"60.1% CI","[-5.816, -4.8729]",TRUE
-5.81702295711529,-4.87192018833006,0.945102768785222,0.602,0.801,0.398,1.32915966411844,"60.2% CI","[-5.817, -4.8719]",TRUE
-5.81802526438455,-4.8709178810608,0.947107383323756,0.603,0.8015,0.397,1.33278908751913,"60.3% CI","[-5.818, -4.8709]",TRUE
-5.81902909588468,-4.86991404956067,0.949115046324016,0.604,0.802,0.396,1.33642766458248,"60.4% CI","[-5.819, -4.8699]",TRUE
-5.82003445950444,-4.86890868594091,0.95112577356352,0.605,0.8025,0.395,1.34007544159762,"60.5% CI","[-5.82, -4.8689]",TRUE
-5.82104136318858,-4.86790178225677,0.953139580931801,0.606,0.803,0.394,1.34373246520571,"60.6% CI","[-5.821, -4.8679]",TRUE
-5.82204981493843,-4.86689333050692,0.955156484431516,0.607,0.8035,0.393,1.34739878240348,"60.7% CI","[-5.822, -4.8669]",TRUE
-5.82305982281246,-4.86588332263289,0.957176500179567,0.608,0.804,0.392,1.35107444054688,"60.8% CI","[-5.8231, -4.8659]",TRUE
-5.8240713949268,-4.86487175051855,0.95919964440824,0.609,0.8045,0.391,1.35475948735473,"60.9% CI","[-5.8241, -4.8649]",TRUE
-5.82508453945585,-4.8638586059895,0.961225933466356,0.61,0.805,0.39,1.35845397091248,"61% CI","[-5.8251, -4.8639]",TRUE
-5.82609926463289,-4.86284388081246,0.96325538382043,0.611,0.8055,0.389,1.3621579396759,"61.1% CI","[-5.8261, -4.8628]",TRUE
-5.8271155787506,-4.86182756669475,0.965288012055852,0.612,0.806,0.388,1.36587144247496,"61.2% CI","[-5.8271, -4.8618]",TRUE
-5.82813349016172,-4.86080965528363,0.967323834878087,0.613,0.8065,0.387,1.36959452851768,"61.3% CI","[-5.8281, -4.8608]",TRUE
-5.82915300727961,-4.85979013816574,0.969362869113878,0.614,0.807,0.386,1.37332724739401,"61.4% CI","[-5.8292, -4.8598]",TRUE
-5.83017413857891,-4.85876900686644,0.971405131712471,0.615,0.8075,0.385,1.37706964907982,"61.5% CI","[-5.8302, -4.8588]",TRUE
-5.8311968925961,-4.85774625284925,0.973450639746858,0.616,0.808,0.384,1.38082178394093,"61.6% CI","[-5.8312, -4.8577]",TRUE
-5.83222127793019,-4.85672186751516,0.975499410415026,0.617,0.8085,0.383,1.38458370273713,"61.7% CI","[-5.8322, -4.8567]",TRUE
-5.83324730324329,-4.85569584220206,0.977551461041235,0.618,0.809,0.382,1.38835545662634,"61.8% CI","[-5.8332, -4.8557]",TRUE
-5.83427497726133,-4.85466816818402,0.97960680907731,0.619,0.8095,0.381,1.39213709716876,"61.9% CI","[-5.8343, -4.8547]",TRUE
-5.83530430877464,-4.85363883667071,0.981665472103931,0.62,0.81,0.38,1.39592867633114,"62% CI","[-5.8353, -4.8536]",TRUE
-5.83633530663866,-4.85260783880669,0.983727467831965,0.621,0.8105,0.379,1.399730246491,"62.1% CI","[-5.8363, -4.8526]",TRUE
-5.83736797977458,-4.85157516567077,0.985792814103801,0.622,0.811,0.378,1.40354186044101,"62.2% CI","[-5.8374, -4.8516]",TRUE
-5.83840233717003,-4.85054080827532,0.987861528894708,0.623,0.8115,0.377,1.40736357139342,"62.3% CI","[-5.8384, -4.8505]",TRUE
-5.83943838787978,-4.84950475756557,0.989933630314203,0.624,0.812,0.376,1.41119543298445,"62.4% CI","[-5.8394, -4.8495]",TRUE
-5.8404761410264,-4.84846700441895,0.992009136607443,0.625,0.8125,0.375,1.41503749927884,"62.5% CI","[-5.8405, -4.8485]",TRUE
-5.841515605801,-4.84742753964435,0.994088066156641,0.626,0.813,0.374,1.41888982477445,"62.6% CI","[-5.8415, -4.8474]",TRUE
-5.84255679146391,-4.84638635398144,0.996170437482478,0.627,0.8135,0.373,1.42275246440685,"62.7% CI","[-5.8426, -4.8464]",TRUE
-5.84359970734546,-4.84534343809989,0.998256269245567,0.628,0.814,0.372,1.42662547355406,"62.8% CI","[-5.8436, -4.8453]",TRUE
-5.84464436284663,-4.84429878259872,1.0003455802479,0.629,0.8145,0.371,1.43050890804128,"62.9% CI","[-5.8446, -4.8443]",TRUE
-5.84569076743985,-4.8432523780055,1.00243838943435,0.63,0.815,0.37,1.43440282414577,"63% CI","[-5.8457, -4.8433]",TRUE
-5.84673893066976,-4.84220421477559,1.00453471589416,0.631,0.8155,0.369,1.43830727860169,"63.1% CI","[-5.8467, -4.8422]",TRUE
-5.84778886215391,-4.84115428329144,1.00663457886248,0.632,0.816,0.368,1.44222232860507,"63.2% CI","[-5.8478, -4.8412]",TRUE
-5.84884057158362,-4.84010257386173,1.00873799772188,0.633,0.8165,0.367,1.44614803181887,"63.3% CI","[-5.8488, -4.8401]",TRUE
-5.84989406872466,-4.83904907672069,1.01084499200396,0.634,0.817,0.366,1.45008444637804,"63.4% CI","[-5.8499, -4.839]",TRUE
-5.85094936341813,-4.83799378202722,1.01295558139091,0.635,0.8175,0.365,1.45403163089471,"63.5% CI","[-5.8509, -4.838]",TRUE
-5.85200646558123,-4.83693667986412,1.0150697857171,0.636,0.818,0.364,1.45798964446339,"63.6% CI","[-5.852, -4.8369]",TRUE
-5.85306538520805,-4.8358777602373,1.01718762497075,0.637,0.8185,0.363,1.46195854666634,"63.7% CI","[-5.8531, -4.8359]",TRUE
-5.85412613237044,-4.83481701307491,1.01930911929554,0.638,0.819,0.362,1.46593839757888,"63.8% CI","[-5.8541, -4.8348]",TRUE
-5.85518871721882,-4.83375442822653,1.0214342889923,0.639,0.8195,0.361,1.46992925777492,"63.9% CI","[-5.8552, -4.8338]",TRUE
-5.85625314998303,-4.83268999546232,1.0235631545207,0.64,0.82,0.36,1.47393118833241,"64% CI","[-5.8563, -4.8327]",TRUE
-5.85731944097317,-4.83162370447218,1.02569573650099,0.641,0.8205,0.359,1.47794425083904,"64.1% CI","[-5.8573, -4.8316]",TRUE
-5.85838760058052,-4.83055554486483,1.02783205571568,0.642,0.821,0.358,1.48196850739783,"64.2% CI","[-5.8584, -4.8306]",TRUE
-5.85945763927837,-4.82948550616698,1.02997213311139,0.643,0.8215,0.357,1.48600402063299,"64.3% CI","[-5.8595, -4.8295]",TRUE
-5.86052956762296,-4.82841357782239,1.03211598980057,0.644,0.822,0.356,1.49005085369569,"64.4% CI","[-5.8605, -4.8284]",TRUE
-5.86160339625434,-4.82733974919101,1.03426364706333,0.645,0.8225,0.355,1.49410907027004,"64.5% CI","[-5.8616, -4.8273]",TRUE
-5.86267913589733,-4.82626400954802,1.03641512634931,0.646,0.823,0.354,1.49817873457909,"64.6% CI","[-5.8627, -4.8263]",TRUE
-5.86375679736242,-4.82518634808293,1.03857044927949,0.647,0.8235,0.353,1.50225991139091,"64.7% CI","[-5.8638, -4.8252]",TRUE
-5.86483639154674,-4.82410675389861,1.04072963764814,0.648,0.824,0.352,1.50635266602479,"64.8% CI","[-5.8648, -4.8241]",TRUE
-5.86591792943501,-4.82302521601034,1.04289271342467,0.649,0.8245,0.351,1.51045706435753,"64.9% CI","[-5.8659, -4.823]",TRUE
-5.86700142210049,-4.82194172334486,1.04505969875564,0.65,0.825,0.35,1.51457317282976,"65% CI","[-5.867, -4.8219]",TRUE
-5.868086880706,-4.82085626473935,1.04723061596666,0.651,0.8255,0.349,1.51870105845243,"65.1% CI","[-5.8681, -4.8209]",TRUE
-5.8691743165049,-4.81976882894045,1.04940548756445,0.652,0.826,0.348,1.52284078881336,"65.2% CI","[-5.8692, -4.8198]",TRUE
-5.87026374084209,-4.81867940460326,1.05158433623883,0.653,0.8265,0.347,1.52699243208383,"65.3% CI","[-5.8703, -4.8187]",TRUE
-5.87135516515506,-4.81758798029029,1.05376718486476,0.654,0.827,0.346,1.53115605702536,"65.4% CI","[-5.8714, -4.8176]",TRUE
-5.87244860097491,-4.81649454447044,1.05595405650448,0.655,0.8275,0.345,1.53533173299656,"65.5% CI","[-5.8724, -4.8165]",TRUE
-5.87354405992745,-4.8153990855179,1.05814497440955,0.656,0.828,0.344,1.53951952995999,"65.6% CI","[-5.8735, -4.8154]",TRUE
-5.8746415537342,-4.81430159171116,1.06033996202304,0.657,0.8285,0.343,1.54371951848927,"65.7% CI","[-5.8746, -4.8143]",TRUE
-5.87574109421352,-4.81320205123183,1.06253904298169,0.658,0.829,0.342,1.54793176977619,"65.8% CI","[-5.8757, -4.8132]",TRUE
-5.87684269328173,-4.81210045216362,1.0647422411181,0.659,0.8295,0.341,1.55215635563791,"65.9% CI","[-5.8768, -4.8121]",TRUE
-5.87794636295417,-4.81099678249118,1.06694958046299,0.66,0.83,0.34,1.55639334852439,"66% CI","[-5.8779, -4.811]",TRUE
-5.8790521153464,-4.80989103009895,1.06916108524745,0.661,0.8305,0.339,1.56064282152574,"66.1% CI","[-5.8791, -4.8099]",TRUE
-5.88015996267529,-4.80878318277006,1.07137677990523,0.662,0.831,0.338,1.5649048483799,"66.2% CI","[-5.8802, -4.8088]",TRUE
-5.88126991726022,-4.80767322818513,1.0735966890751,0.663,0.8315,0.337,1.56917950348023,"66.3% CI","[-5.8813, -4.8077]",TRUE
-5.88238199152427,-4.80656115392108,1.07582083760319,0.664,0.832,0.336,1.57346686188333,"66.4% CI","[-5.8824, -4.8066]",TRUE
-5.88349619799538,-4.80544694744997,1.07804925054541,0.665,0.8325,0.335,1.57776699931695,"66.5% CI","[-5.8835, -4.8054]",TRUE
-5.88461254930761,-4.80433059613774,1.08028195316987,0.666,0.833,0.334,1.58207999218804,"66.6% CI","[-5.8846, -4.8043]",TRUE
-5.88573105820236,-4.80321208724299,1.08251897095938,0.667,0.8335,0.333,1.58640591759083,"66.7% CI","[-5.8857, -4.8032]",TRUE
-5.88685173752963,-4.80209140791572,1.08476032961391,0.668,0.834,0.332,1.59074485331516,"66.8% CI","[-5.8869, -4.8021]",TRUE
-5.88797460024927,-4.80096854519608,1.08700605505318,0.669,0.8345,0.331,1.59509687785487,"66.9% CI","[-5.888, -4.801]",TRUE
-5.88909965943229,-4.79984348601306,1.08925617341923,0.67,0.835,0.33,1.59946207041627,"67% CI","[-5.8891, -4.7998]",TRUE
-5.89022692826218,-4.79871621718317,1.09151071107901,0.671,0.8355,0.329,1.60384051092685,"67.1% CI","[-5.8902, -4.7987]",TRUE
-5.89135642003622,-4.79758672540912,1.0937696946271,0.672,0.836,0.328,1.608232280044,"67.2% CI","[-5.8914, -4.7976]",TRUE
-5.89248814816685,-4.7964549972785,1.09603315088834,0.673,0.8365,0.327,1.612637459164,"67.3% CI","[-5.8925, -4.7965]",TRUE
-5.89362212618299,-4.79532101926236,1.09830110692063,0.674,0.837,0.326,1.61705613043101,"67.4% CI","[-5.8936, -4.7953]",TRUE
-5.89475836773151,-4.79418477771384,1.10057359001766,0.675,0.8375,0.325,1.62148837674627,"67.5% CI","[-5.8948, -4.7942]",TRUE
-5.89589688657856,-4.79304625886679,1.10285062771178,0.676,0.838,0.324,1.62593428177746,"67.6% CI","[-5.8959, -4.793]",TRUE
-5.89703769661108,-4.79190544883427,1.10513224777681,0.677,0.8385,0.323,1.63039392996816,"67.7% CI","[-5.897, -4.7919]",TRUE
-5.89818081183818,-4.79076233360717,1.107418478231,0.678,0.839,0.322,1.63486740654747,"67.8% CI","[-5.8982, -4.7908]",TRUE
-5.89932624639266,-4.78961689905269,1.10970934733997,0.679,0.8395,0.321,1.63935479753978,"67.9% CI","[-5.8993, -4.7896]",TRUE
-5.90047401453251,-4.78846913091284,1.11200488361967,0.68,0.84,0.32,1.64385618977472,"68% CI","[-5.9005, -4.7885]",TRUE
-5.9016241306424,-4.78731901480294,1.11430511583946,0.681,0.8405,0.319,1.64837167089722,"68.1% CI","[-5.9016, -4.7873]",TRUE
-5.90277660923527,-4.78616653621008,1.1166100730252,0.682,0.841,0.318,1.65290132937773,"68.2% CI","[-5.9028, -4.7862]",TRUE
-5.90393146495386,-4.78501168049149,1.11891978446237,0.683,0.8415,0.317,1.65744525452268,"68.3% CI","[-5.9039, -4.785]",TRUE
-5.9050887125723,-4.78385443287305,1.12123427969925,0.684,0.842,0.316,1.66200353648498,"68.4% CI","[-5.9051, -4.7839]",TRUE
-5.90624836699777,-4.78269477844758,1.12355358855019,0.685,0.8425,0.315,1.66657626627481,"68.5% CI","[-5.9062, -4.7827]",TRUE
-5.9074104432721,-4.78153270217325,1.12587774109886,0.686,0.843,0.314,1.67116353577046,"68.6% CI","[-5.9074, -4.7815]",TRUE
-5.90857495657347,-4.78036818887188,1.12820676770159,0.687,0.8435,0.313,1.67576543772947,"68.7% CI","[-5.9086, -4.7804]",TRUE
-5.90974192221806,-4.77920122322729,1.13054069899076,0.688,0.844,0.312,1.68038206579984,"68.8% CI","[-5.9097, -4.7792]",TRUE
-5.91091135566181,-4.77803178978354,1.13287956587827,0.689,0.8445,0.311,1.68501351453148,"68.9% CI","[-5.9109, -4.778]",TRUE
-5.91208327250217,-4.77685987294318,1.135223399559,0.69,0.845,0.31,1.68965987938785,"69% CI","[-5.9121, -4.7769]",TRUE
-5.91325768847985,-4.7756854569655,1.13757223151435,0.691,0.8455,0.309,1.69432125675771,"69.1% CI","[-5.9133, -4.7757]",TRUE
-5.91443461948062,-4.77450852596473,1.1399260935159,0.692,0.846,0.308,1.69899774396719,"69.2% CI","[-5.9144, -4.7745]",TRUE
-5.91561408153718,-4.77332906390817,1.14228501762901,0.693,0.8465,0.307,1.70368943929191,"69.3% CI","[-5.9156, -4.7733]",TRUE
-5.91679609083098,-4.77214705461437,1.1446490362166,0.694,0.847,0.306,1.70839644196944,"69.4% CI","[-5.9168, -4.7721]",TRUE
-5.91798066369412,-4.77096248175123,1.14701818194288,0.695,0.8475,0.305,1.71311885221184,"69.5% CI","[-5.918, -4.771]",TRUE
-5.91916781661129,-4.76977532883406,1.14939248777724,0.696,0.848,0.304,1.7178567712185,"69.6% CI","[-5.9192, -4.7698]",TRUE
-5.92035756622172,-4.76858557922363,1.15177198699809,0.697,0.8485,0.303,1.72261030118914,"69.7% CI","[-5.9204, -4.7686]",TRUE
-5.92154992932113,-4.76739321612422,1.1541567131969,0.698,0.849,0.302,1.72737954533701,"69.8% CI","[-5.9215, -4.7674]",TRUE
-5.92274492286377,-4.76619822258158,1.15654670028219,0.699,0.8495,0.301,1.73216460790238,"69.9% CI","[-5.9227, -4.7662]",TRUE
-5.92394256396449,-4.76500058148086,1.15894198248362,0.7,0.85,0.3,1.73696559416621,"70% CI","[-5.9239, -4.765]",TRUE
-5.92514286990076,-4.76380027554459,1.16134259435618,0.701,0.8505,0.299,1.74178261046398,"70.1% CI","[-5.9251, -4.7638]",TRUE
-5.92634585811487,-4.76259728733048,1.16374857078439,0.702,0.851,0.298,1.74661576419993,"70.2% CI","[-5.9263, -4.7626]",TRUE
-5.92755154621599,-4.76139159922936,1.16615994698662,0.703,0.8515,0.297,1.75146516386132,"70.3% CI","[-5.9276, -4.7614]",TRUE
-5.92875995198241,-4.76018319346294,1.16857675851948,0.704,0.852,0.296,1.75633091903314,"70.4% CI","[-5.9288, -4.7602]",TRUE
-5.92997109336378,-4.75897205208157,1.1709990412822,0.705,0.8525,0.295,1.76121314041288,"70.5% CI","[-5.93, -4.759]",TRUE
-5.93118498848329,-4.75775815696206,1.17342683152123,0.706,0.853,0.294,1.76611193982572,"70.6% CI","[-5.9312, -4.7578]",TRUE
-5.93240165564005,-4.7565414898053,1.17586016583476,0.707,0.8535,0.293,1.77102743023984,"70.7% CI","[-5.9324, -4.7565]",TRUE
-5.93362111331139,-4.75532203213396,1.17829908117742,0.708,0.854,0.292,1.77595972578207,"70.8% CI","[-5.9336, -4.7553]",TRUE
-5.9348433801552,-4.75409976529015,1.18074361486506,0.709,0.8545,0.291,1.7809089417538,"70.9% CI","[-5.9348, -4.7541]",TRUE
-5.93606847501242,-4.75287467043293,1.18319380457949,0.71,0.855,0.29,1.78587519464715,"71% CI","[-5.9361, -4.7529]",TRUE
-5.93729641690941,-4.75164672853594,1.18564968837348,0.711,0.8555,0.289,1.79085860216141,"71.1% CI","[-5.9373, -4.7516]",TRUE
-5.93852722506052,-4.75041592038483,1.18811130467569,0.712,0.856,0.288,1.79585928321977,"71.2% CI","[-5.9385, -4.7504]",TRUE
-5.93976091887056,-4.74918222657479,1.19057869229578,0.713,0.8565,0.287,1.8008773579864,"71.3% CI","[-5.9398, -4.7492]",TRUE
-5.94099751793745,-4.7479456275079,1.19305189042954,0.714,0.857,0.286,1.8059129478837,"71.4% CI","[-5.941, -4.7479]",TRUE
-5.94223704205477,-4.74670610339058,1.19553093866419,0.715,0.8575,0.285,1.81096617560998,"71.5% CI","[-5.9422, -4.7467]",TRUE
-5.9434795112145,-4.74546363423085,1.19801587698366,0.716,0.858,0.284,1.8160371651574,"71.6% CI","[-5.9435, -4.7455]",TRUE
-5.9447249456097,-4.74421819983564,1.20050674577406,0.717,0.8585,0.283,1.8211260418302,"71.7% CI","[-5.9447, -4.7442]",TRUE
-5.94597336563728,-4.74296977980807,1.20300358582921,0.718,0.859,0.282,1.82623293226329,"71.8% CI","[-5.946, -4.743]",TRUE
-5.94722479190079,-4.74171835354456,1.20550643835623,0.719,0.8595,0.281,1.83135796444116,"71.9% CI","[-5.9472, -4.7417]",TRUE
-5.94847924521333,-4.74046390023202,1.20801534498131,0.72,0.86,0.28,1.83650126771712,"72% CI","[-5.9485, -4.7405]",TRUE
-5.94973674660041,-4.73920639884494,1.21053034775547,0.721,0.8605,0.279,1.8416629728329,"72.1% CI","[-5.9497, -4.7392]",TRUE
-5.95099731730294,-4.73794582814241,1.21305148916053,0.722,0.861,0.278,1.84684321193858,"72.2% CI","[-5.951, -4.7379]",TRUE
-5.95226097878023,-4.73668216666512,1.21557881211512,0.723,0.8615,0.277,1.8520421186129,"72.3% CI","[-5.9523, -4.7367]",TRUE
-5.95352775271307,-4.73541539273228,1.21811235998079,0.724,0.862,0.276,1.85725982788392,"72.4% CI","[-5.9535, -4.7354]",TRUE
-5.95479766100683,-4.73414548443852,1.2206521765683,0.725,0.8625,0.275,1.86249647625006,"72.5% CI","[-5.9548, -4.7341]",TRUE
-5.95607072579464,-4.73287241965071,1.22319830614393,0.726,0.863,0.274,1.86775220170156,"72.6% CI","[-5.9561, -4.7329]",TRUE
-5.95734696944065,-4.7315961760047,1.22575079343595,0.727,0.8635,0.273,1.87302714374223,"72.7% CI","[-5.9573, -4.7316]",TRUE
-5.9586264145433,-4.73031673090206,1.22830968364124,0.728,0.864,0.272,1.87832144341175,"72.8% CI","[-5.9586, -4.7303]",TRUE
-5.95990908393864,-4.72903406150671,1.23087502243192,0.729,0.8645,0.271,1.88363524330822,"72.9% CI","[-5.9599, -4.729]",TRUE
-5.9611950007038,-4.72774814474155,1.23344685596225,0.73,0.865,0.27,1.88896868761126,"73% CI","[-5.9612, -4.7277]",TRUE
-5.96248418816043,-4.72645895728492,1.23602523087551,0.731,0.8655,0.269,1.89432192210546,"73.1% CI","[-5.9625, -4.7265]",TRUE
-5.96377666987823,-4.72516647556712,1.2386101943111,0.732,0.866,0.268,1.89969509420431,"73.2% CI","[-5.9638, -4.7252]",TRUE
-5.96507246967855,-4.7238706757668,1.24120179391174,0.733,0.8665,0.267,1.90508835297453,"73.3% CI","[-5.9651, -4.7239]",TRUE
-5.96637161163807,-4.72257153380728,1.24380007783079,0.734,0.867,0.266,1.9105018491609,"73.4% CI","[-5.9664, -4.7226]",TRUE
-5.96767412009255,-4.7212690253528,1.24640509473974,0.735,0.8675,0.265,1.91593573521153,"73.5% CI","[-5.9677, -4.7213]",TRUE
-5.96898001964056,-4.71996312580479,1.24901689383577,0.736,0.868,0.264,1.92139016530363,"73.6% CI","[-5.969, -4.72]",TRUE
-5.97028933514744,-4.71865381029791,1.25163552484954,0.737,0.8685,0.263,1.92686529536978,"73.7% CI","[-5.9703, -4.7187]",TRUE
-5.9716020917492,-4.71734105369615,1.25426103805304,0.738,0.869,0.262,1.93236128312464,"73.8% CI","[-5.9716, -4.7173]",TRUE
-5.97291831485651,-4.71602483058884,1.25689348426767,0.739,0.8695,0.261,1.9378782880922,"73.9% CI","[-5.9729, -4.716]",TRUE
-5.97423803015888,-4.71470511528647,1.2595329148724,0.74,0.87,0.26,1.94341647163363,"74% CI","[-5.9742, -4.7147]",TRUE
-5.97556126362872,-4.71338188181663,1.26217938181209,0.741,0.8705,0.259,1.94897599697553,"74.1% CI","[-5.9756, -4.7134]",TRUE
-5.97688804152569,-4.71205510391966,1.26483293760604,0.742,0.871,0.258,1.95455702923883,"74.2% CI","[-5.9769, -4.7121]",TRUE
-5.97821839040097,-4.71072475504438,1.2674936353566,0.743,0.8715,0.257,1.96015973546821,"74.3% CI","[-5.9782, -4.7107]",TRUE
-5.97955233710169,-4.70939080834366,1.27016152875803,0.744,0.872,0.256,1.96578428466209,"74.4% CI","[-5.9796, -4.7094]",TRUE
-5.98088990877542,-4.70805323666993,1.27283667210548,0.745,0.8725,0.255,1.97143084780323,"74.5% CI","[-5.9809, -4.7081]",TRUE
-5.98223113287475,-4.7067120125706,1.27551912030415,0.746,0.873,0.254,1.97709959788992,"74.6% CI","[-5.9822, -4.7067]",TRUE
-5.98357603716199,-4.70536710828336,1.27820892887863,0.747,0.8735,0.253,1.98279070996778,"74.7% CI","[-5.9836, -4.7054]",TRUE
-5.9849246497139,-4.70401849573145,1.28090615398244,0.748,0.874,0.252,1.98850436116217,"74.8% CI","[-5.9849, -4.704]",TRUE
-5.98627699892654,-4.70266614651881,1.28361085240773,0.749,0.8745,0.251,1.99424073071132,"74.9% CI","[-5.9863, -4.7027]",TRUE
-5.98763311352026,-4.70131003192509,1.28632308159517,0.75,0.875,0.25,2,"75% CI","[-5.9876, -4.7013]",TRUE
-5.9889930225447,-4.69995012290066,1.28904289964404,0.751,0.8755,0.249,2.00578235259401,"75.1% CI","[-5.989, -4.7]",TRUE
-5.99035675538394,-4.69858639006141,1.29177036532253,0.752,0.876,0.248,2.01158797427521,"75.2% CI","[-5.9904, -4.6986]",TRUE
-5.99172434176179,-4.69721880368356,1.29450553807824,0.753,0.8765,0.247,2.01741705307741,"75.3% CI","[-5.9917, -4.6972]",TRUE
-5.99309581174709,-4.69584733369826,1.29724847804884,0.754,0.877,0.246,2.02326977932285,"75.4% CI","[-5.9931, -4.6958]",TRUE
-5.99447119575918,-4.69447194968617,1.29999924607302,0.755,0.8775,0.245,2.02914634565952,"75.5% CI","[-5.9945, -4.6945]",TRUE
-5.99585052457349,-4.69309262087186,1.30275790370162,0.756,0.878,0.244,2.0350469470992,"75.6% CI","[-5.9959, -4.6931]",TRUE
-5.99723382932716,-4.69170931611819,1.30552451320898,0.757,0.8785,0.243,2.04097178105631,"75.7% CI","[-5.9972, -4.6917]",TRUE
-5.99862114152492,-4.69032200392043,1.30829913760448,0.758,0.879,0.242,2.04692104738749,"75.8% CI","[-5.9986, -4.6903]",TRUE
-6.0000124930449,-4.68893065240045,1.31108184064444,0.759,0.8795,0.241,2.05289494843213,"75.9% CI","[-6, -4.6889]",TRUE
